book,release,institution_id,class_id,student_id,response,construct,chapter_number,EOC,n_possible,n_correct,n_attempt
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Expectancy,12,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Expectancy,2,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Expectancy,3,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Expectancy,4,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Expectancy,5,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Expectancy,6,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Expectancy,7,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Expectancy,8,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Expectancy,9,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Intrinsic Value,10,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Intrinsic Value,11,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Intrinsic Value,12,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Intrinsic Value,2,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Intrinsic Value,3,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Intrinsic Value,4,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Intrinsic Value,5,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Intrinsic Value,6,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Intrinsic Value,7,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Intrinsic Value,8,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Intrinsic Value,9,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Utility Value,10,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Utility Value,11,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Utility Value,12,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Utility Value,2,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Utility Value,3,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Utility Value,4,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Utility Value,5,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Utility Value,6,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Utility Value,7,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Utility Value,8,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Utility Value,9,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Cost,13,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Utility Value,13,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Expectancy,13,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,681930c4-ab8a-4351-80c9-850b48ec790d,NA,Intrinsic Value,13,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Cost,10,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Cost,11,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Cost,12,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Cost,2,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Cost,3,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Cost,4,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Cost,5,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Cost,6,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Cost,7,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Cost,8,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Cost,9,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Expectancy,10,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Expectancy,11,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Expectancy,12,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Expectancy,2,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Expectancy,3,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Expectancy,4,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Expectancy,5,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Expectancy,6,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Expectancy,7,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Expectancy,8,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Expectancy,9,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Intrinsic Value,10,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Intrinsic Value,11,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Intrinsic Value,12,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Intrinsic Value,2,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Intrinsic Value,3,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Intrinsic Value,4,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Intrinsic Value,5,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Intrinsic Value,6,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Intrinsic Value,7,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Intrinsic Value,8,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Intrinsic Value,9,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Utility Value,10,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Utility Value,11,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Utility Value,12,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Utility Value,2,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Utility Value,3,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Utility Value,4,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Utility Value,5,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Utility Value,6,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Utility Value,7,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Utility Value,8,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Utility Value,9,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Cost,13,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Utility Value,13,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Expectancy,13,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,7f2ebf42-f862-4b53-9fb3-bc9c71d5024d,NA,Intrinsic Value,13,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Cost,10,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Cost,11,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Cost,12,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Cost,2,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Cost,3,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Cost,4,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Cost,5,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Cost,6,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Cost,7,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Cost,8,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Cost,9,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Expectancy,10,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Expectancy,11,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Expectancy,12,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Expectancy,2,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Expectancy,3,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Expectancy,4,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Expectancy,5,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Expectancy,6,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Expectancy,7,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Expectancy,8,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Expectancy,9,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Intrinsic Value,10,NA,NA,NA,NA
College / Statistics and Data Science (ABC),v5.0,94a809a9-a0ef-4c47-8d96-3a5ad76f674b,9bdf8bfc-9998-4fd8-85d2-70c91cf94891,902aaf25-4169-46cb-a75a-ce14f82c1bc6,NA,Intrinsic Value,11,NA,NA,NA,NA
